Date,Hour,Consumption
2017-09-04,9,344670.7246017456
2017-09-04,10,359715.3694014549
2017-09-04,11,379585.7188038826
2017-09-04,12,393118.9339763224
2017-09-04,13,402609.63999703526
2017-09-04,14,409287.9232803583
2017-09-04,15,416988.6397039294
2017-09-04,16,417089.79715779424
2017-09-04,17,425653.7348705828
2017-09-04,18,427522.28894513845
2017-09-04,19,430248.00372856855
2017-09-04,20,420791.11101436615
2017-09-04,21,434938.48403024673
2017-09-04,22,428111.9973679185
2017-09-04,23,421804.54104429483
2017-09-04,24,425681.850859046
2017-09-05,1,329415.7449862361
2017-09-05,2,329259.0958382189
2017-09-05,3,325857.958103776
2017-09-05,4,327069.45880776644
2017-09-05,5,328531.2317133248
2017-09-05,6,328622.7975370884
2017-09-05,7,332801.38328555226
2017-09-05,8,338172.50365269184
2017-09-05,9,342976.1842955649
2017-09-05,10,354310.84698307514
2017-09-05,11,371802.9238637984
2017-09-05,12,388608.35685041547
2017-09-05,13,402964.28693935275
2017-09-05,14,412711.7634896338
2017-09-05,15,424419.3979780078
2017-09-05,16,427741.63945642114
2017-09-05,17,431474.9141136408
2017-09-05,18,433465.2816506326
2017-09-05,19,430209.1333192885
2017-09-05,20,423040.77223303914
2017-09-05,21,432061.91573253274
2017-09-05,22,429846.8887319863
2017-09-05,23,427245.6611588001
2017-09-05,24,413550.54410609603
2017-09-06,1,339346.86569800973
2017-09-06,2,338407.4821458459
2017-09-06,3,331500.35053765774
2017-09-06,4,334647.70972013474
2017-09-06,5,330838.2674215138
2017-09-06,6,328747.95447555184
2017-09-06,7,333766.8167094588
2017-09-06,8,341441.3120109439
2017-09-06,9,341340.54167950153
2017-09-06,10,361505.07068502903
2017-09-06,11,366561.0989917815
2017-09-06,12,380935.59140121937
2017-09-06,13,395393.6424793601
2017-09-06,14,405499.2212301791
2017-09-06,15,412388.84564465284
2017-09-06,16,421254.1883060038
2017-09-06,17,422852.379365772
2017-09-06,18,425793.9139866233
2017-09-06,19,428753.1430993974
2017-09-06,20,426587.7492208481
2017-09-06,21,439761.5691088438
2017-09-06,22,435393.4144128263
2017-09-06,23,428454.6489157975
2017-09-06,24,420933.8104130626
2017-09-07,1,350482.3942729533
2017-09-07,2,339533.40016311407
2017-09-07,3,338756.6975213587
2017-09-07,4,341469.72010597587
2017-09-07,5,340671.80922445655
2017-09-07,6,341021.5516566336
2017-09-07,7,345918.26892897487
2017-09-07,8,349318.2799704075
2017-09-07,9,349815.4519928098
2017-09-07,10,366619.8381623328
2017-09-07,11,375022.79869902134
2017-09-07,12,389956.190364033
2017-09-07,13,398770.44353941083
2017-09-07,14,407639.52715834975
2017-09-07,15,413829.2590651214
2017-09-07,16,419534.9451226592
2017-09-07,17,423858.9447541237
2017-09-07,18,420751.1263806224
2017-09-07,19,427004.9398826659
2017-09-07,20,422077.0658660829
2017-09-07,21,424998.7036295235
2017-09-07,22,427467.50702902675
2017-09-07,23,425424.5403894782
2017-09-07,24,429703.7299837768
2017-09-08,1,330335.6319589019
2017-09-08,2,327132.5206555724
2017-09-08,3,328505.45334142447
2017-09-08,4,324921.8189920485
2017-09-08,5,324944.8912124634
2017-09-08,6,323548.0653780699
2017-09-08,7,326548.1777114868
2017-09-08,8,335735.93615305424
2017-09-08,9,345358.97460761666
2017-09-08,10,362025.1250860691
2017-09-08,11,367263.0280889869
2017-09-08,12,382772.2717331946
2017-09-08,13,395323.5526776016
2017-09-08,14,407554.06775948405
2017-09-08,15,415209.4387331903
2017-09-08,16,415667.98956874013
2017-09-08,17,419404.32291838527
2017-09-08,18,421573.9088906944
2017-09-08,19,425859.29608654976
2017-09-08,20,424843.8764914572
2017-09-08,21,430832.7311101556
2017-09-08,22,428626.0100899339
2017-09-08,23,421798.4608165622
2017-09-08,24,419339.5006701946
2017-09-09,1,336060.0571180284
2017-09-09,2,338536.6030254364
2017-09-09,3,337276.035500139
2017-09-09,4,339184.4341186285
2017-09-09,5,341514.16723257303
2017-09-09,6,332045.4464914799
2017-09-09,7,339224.88737663627
2017-09-09,8,348423.9524965286
2017-09-09,9,357985.1393752992
2017-09-09,10,368472.2644173503
2017-09-09,11,369385.2527666092
2017-09-09,12,385627.98108297586
2017-09-09,13,387672.5143094957
2017-09-09,14,400555.9738996327
2017-09-09,15,399058.69940292835
2017-09-09,16,398416.07035279274
2017-09-09,17,400944.3260653317
2017-09-09,18,408251.6958602071
2017-09-09,19,404883.67124700546
2017-09-09,20,401516.1779591143
2017-09-09,21,415640.22387075424
2017-09-09,22,420139.19189712405
2017-09-09,23,409702.1810551286
2017-09-09,24,415945.58637064695
2017-09-10,1,337111.6658977866
2017-09-10,2,328509.23206296563
2017-09-10,3,328226.00396102667
2017-09-10,4,332007.19787317514
2017-09-10,5,325413.81148949265
2017-09-10,6,323665.686961174
2017-09-10,7,323952.64826875925
2017-09-10,8,325367.9917842746
2017-09-10,9,327990.7089121938
2017-09-10,10,347559.2548774481
2017-09-10,11,360141.6181182265
2017-09-10,12,376009.73953673244
2017-09-10,13,387484.6060042083
2017-09-10,14,399359.62187585235
2017-09-10,15,408548.5863517225
2017-09-10,16,411900.3258701563
2017-09-10,17,416675.50513774157
2017-09-10,18,422179.0964383185
2017-09-10,19,420083.9133887589
2017-09-10,20,421970.50700870156
2017-09-10,21,428238.174544245
2017-09-10,22,418992.50524127483
2017-09-10,23,413134.8731263876
2017-09-10,24,416152.37170547247
2017-09-11,1,344129.93712612987
2017-09-11,2,348156.4785040021
2017-09-11,3,347537.26873478293
2017-09-11,4,341325.1246955693
2017-09-11,5,334847.50154045224
2017-09-11,6,340773.5341576338
2017-09-11,7,346154.19318690896
2017-09-11,8,348699.0665811002
2017-09-11,9,353656.828505218
2017-09-11,10,377793.75375524163
2017-09-11,11,387729.55862143636
2017-09-11,12,403470.39908215404
2017-09-11,13,416949.13302248716
2017-09-11,14,431088.0848380923
2017-09-11,15,441403.9831853807
2017-09-11,16,444715.58734098077
2017-09-11,17,447958.4696280062
2017-09-11,18,452753.3841893971
2017-09-11,19,458461.5090249777
2017-09-11,20,455506.230969578
2017-09-11,21,455927.3211263418
2017-09-11,22,449771.7561932802
2017-09-11,23,440714.091696918
2017-09-11,24,427580.7429562509
2017-09-12,1,359691.8553714752
2017-09-12,2,356068.75712907314
2017-09-12,3,355707.84299761057
2017-09-12,4,350885.42709571123
2017-09-12,5,352570.8687748909
2017-09-12,6,346239.2417153716
2017-09-12,7,347376.06169733405
2017-09-12,8,359914.91725456715
2017-09-12,9,366534.87242019176
2017-09-12,10,374505.4030453265
2017-09-12,11,382259.9867567122
2017-09-12,12,398792.3408498168
2017-09-12,13,402851.5323871076
2017-09-12,14,409449.9039413631
2017-09-12,15,417468.6459950805
2017-09-12,16,425248.46187984943
2017-09-12,17,429390.73978087306
2017-09-12,18,431052.3540532887
2017-09-12,19,431384.7489287257
2017-09-12,20,431831.24214583635
2017-09-12,21,436714.3574732542
2017-09-12,22,429656.69476535916
2017-09-12,23,423728.8401387632
2017-09-12,24,438063.53468856215
2017-09-13,1,337480.7578585446
2017-09-13,2,336588.74159389734
2017-09-13,3,337584.15408426523
2017-09-13,4,333038.2070874572
2017-09-13,5,332336.0990831554
2017-09-13,6,332216.72665187716
2017-09-13,7,333176.98621979356
2017-09-13,8,338117.93752866983
2017-09-13,9,346114.7267754674
2017-09-13,10,369330.98017412424
2017-09-13,11,382015.83215746284
2017-09-13,12,404269.19250795245
2017-09-13,13,412920.8421175778
2017-09-13,14,424434.23160660267
2017-09-13,15,426813.7903059721
2017-09-13,16,429238.8706190884
2017-09-13,17,435607.4772979617
2017-09-13,18,435323.4957689047
2017-09-13,19,436310.8419986367
2017-09-13,20,434711.2256755829
2017-09-13,21,437759.29247924685
2017-09-13,22,433823.7420642972
2017-09-13,23,427780.51802557707
2017-09-13,24,422645.4802967012
2017-09-14,1,338981.1685076356
2017-09-14,2,332116.5563607812
2017-09-14,3,337775.67282396555
2017-09-14,4,341442.00119403005
2017-09-14,5,332800.4436865449
2017-09-14,6,337409.9624365866
2017-09-14,7,335281.6978431046
2017-09-14,8,339570.32896468043
2017-09-14,9,345985.90090075135
2017-09-14,10,360844.0781158507
2017-09-14,11,374654.98351091146
2017-09-14,12,395832.2931533456
2017-09-14,13,406385.34609246254
2017-09-14,14,421049.3479601443
2017-09-14,15,427952.37428602576
2017-09-14,16,423485.8428263068
2017-09-14,17,421979.34437829256
2017-09-14,18,423537.71391925216
2017-09-14,19,419418.61426126957
2017-09-14,20,418023.7457676828
2017-09-14,21,426010.8258083761
2017-09-14,22,422298.6405528486
2017-09-14,23,422195.00482180715
2017-09-14,24,423495.85308486223
2017-09-15,1,329418.4858380854
2017-09-15,2,330889.50281888247
2017-09-15,3,333949.85790756345
2017-09-15,4,335937.14257881045
2017-09-15,5,335385.21318787336
2017-09-15,6,341436.9261582792
2017-09-15,7,336941.8550116122
2017-09-15,8,347612.60090881586
2017-09-15,9,347407.08844310045
2017-09-15,10,356869.9896032512
2017-09-15,11,362335.5659826696
2017-09-15,12,370692.9733799398
2017-09-15,13,376306.70140600204
2017-09-15,14,386385.9250727892
2017-09-15,15,391946.422601372
2017-09-15,16,395738.4173056185
2017-09-15,17,406033.4171272516
2017-09-15,18,406193.87162968516
2017-09-15,19,403904.0892544985
2017-09-15,20,404521.5021582246
2017-09-15,21,406141.9567708075
2017-09-15,22,405846.5452463329
2017-09-15,23,397713.08115160465
2017-09-15,24,418298.258938849
2017-09-16,1,315565.7975695729
2017-09-16,2,323690.87663426995
2017-09-16,3,322244.53046530485
2017-09-16,4,319206.8730814159
2017-09-16,5,321541.342494756
2017-09-16,6,320327.881203115
2017-09-16,7,314014.94554439187
2017-09-16,8,317957.5293766558
2017-09-16,9,317624.64902079105
2017-09-16,10,332823.4182753265
2017-09-16,11,353419.8107556999
2017-09-16,12,368782.70085164905
2017-09-16,13,380056.1207625568
2017-09-16,14,389891.13336887956
2017-09-16,15,399372.4044761658
2017-09-16,16,398350.24016323686
2017-09-16,17,407353.44846114516
2017-09-16,18,402426.78453826904
2017-09-16,19,402198.06499773264
2017-09-16,20,404385.8761127889
2017-09-16,21,408982.8946278095
2017-09-16,22,404525.7872916162
2017-09-16,23,398651.50829836726
2017-09-16,24,391767.647475183
2017-09-17,1,303617.7924437225
2017-09-17,2,304833.97137767076
2017-09-17,3,302223.3187404275
2017-09-17,4,302250.42712280154
2017-09-17,5,298277.9860881269
2017-09-17,6,303953.85025665164
2017-09-17,7,303037.6503227949
2017-09-17,8,307909.2584809661
2017-09-17,9,317192.5163280964
2017-09-17,10,338125.40820127726
2017-09-17,11,352401.9898969531
2017-09-17,12,370534.5998426676
2017-09-17,13,381496.2611320317
2017-09-17,14,398403.7741674185
2017-09-17,15,406272.82470467687
2017-09-17,16,410427.478592366
2017-09-17,17,410513.64929404855
2017-09-17,18,409685.83319309354
2017-09-17,19,409436.5643516779
2017-09-17,20,410834.7230748832
2017-09-17,21,421191.518879354
2017-09-17,22,415453.7363731861
2017-09-17,23,412081.641392529
2017-09-17,24,392600.53805211186
2017-09-18,1,332989.1079337299
2017-09-18,2,337466.97716233134
2017-09-18,3,338669.46245130897
2017-09-18,4,338579.9829773605
2017-09-18,5,340295.5896666944
2017-09-18,6,337999.2447191477
2017-09-18,7,335268.59400981665
2017-09-18,8,347046.76456204057
2017-09-18,9,355494.77322652936
2017-09-18,10,370263.4211346507
2017-09-18,11,384211.3976599276
2017-09-18,12,398583.91873818636
2017-09-18,13,400773.5482174456
2017-09-18,14,414477.38154381514
2017-09-18,15,412711.30519095063
2017-09-18,16,417442.7158848345
2017-09-18,17,417128.9122392833
2017-09-18,18,420905.9299893081
2017-09-18,19,417899.6035321653
2017-09-18,20,411777.1423895955
2017-09-18,21,430573.65345707536
2017-09-18,22,425395.11284425855
2017-09-18,23,427655.58743059635
2017-09-18,24,422855.52077275515
2017-09-19,1,335499.9065411091
2017-09-19,2,333231.78657892346
2017-09-19,3,327659.5478746891
2017-09-19,4,325728.33398380876
2017-09-19,5,328323.4479034543
2017-09-19,6,332022.566549778
2017-09-19,7,329734.15964487195
2017-09-19,8,338434.9469873905
2017-09-19,9,339208.45283064246
2017-09-19,10,359659.61747294664
2017-09-19,11,373524.4923147261
2017-09-19,12,389144.27231121063
2017-09-19,13,402262.9413175285
2017-09-19,14,415801.3325615227
2017-09-19,15,420789.93921786547
2017-09-19,16,415831.1657477617
2017-09-19,17,425032.92890661955
2017-09-19,18,429437.3337934017
2017-09-19,19,433064.43110209703
2017-09-19,20,428410.6063577235
2017-09-19,21,434385.7590710223
2017-09-19,22,415089.9648492336
2017-09-19,23,418583.65009742975
2017-09-19,24,421280.4842411876
2017-09-20,1,327910.66571971774
2017-09-20,2,317575.85298350453
2017-09-20,3,319569.7364217937
2017-09-20,4,322146.5203331411
2017-09-20,5,325252.7491621673
2017-09-20,6,319323.23807653785
2017-09-20,7,323284.91535174847
2017-09-20,8,326479.3758357465
2017-09-20,9,330103.5694527328
2017-09-20,10,359972.2453760505
2017-09-20,11,377312.61039599776
2017-09-20,12,390362.10924610496
2017-09-20,13,400596.2855719924
2017-09-20,14,413349.9755618274
2017-09-20,15,425675.17574971914
2017-09-20,16,428166.2906703651
2017-09-20,17,431720.64246469736
2017-09-20,18,434545.84580379725
2017-09-20,19,432998.016471982
2017-09-20,20,429952.9806448817
2017-09-20,21,435826.25194224715
2017-09-20,22,423323.9993496835
2017-09-20,23,418319.6096974313
2017-09-20,24,409414.0961192548
2017-09-21,1,329150.68080565333
2017-09-21,2,327609.5759498179
2017-09-21,3,327184.9712665975
2017-09-21,4,330549.8670580685
2017-09-21,5,321346.69136476517
2017-09-21,6,323697.96517008543
2017-09-21,7,323347.46676784754
2017-09-21,8,333694.04381898046
2017-09-21,9,338900.45088490844
2017-09-21,10,357394.23855504394
2017-09-21,11,372729.2667376995
2017-09-21,12,389950.2213573456
2017-09-21,13,404580.40346059203
2017-09-21,14,413918.03599736094
2017-09-21,15,421100.75140336156
2017-09-21,16,424995.13113832474
2017-09-21,17,424539.94004014134
2017-09-21,18,424648.75405201316
2017-09-21,19,422528.3437947035
2017-09-21,20,426894.9826776087
2017-09-21,21,431645.84444898367
2017-09-21,22,433461.98076865077
2017-09-21,23,429882.0672618151
2017-09-21,24,412304.8566724062
2017-09-22,1,344150.62856447697
2017-09-22,2,338789.7407003045
2017-09-22,3,339173.88628816605
2017-09-22,4,339642.5531268418
2017-09-22,5,337078.74585175514
2017-09-22,6,339212.5934982896
2017-09-22,7,340377.0900179744
2017-09-22,8,341591.6050311923
2017-09-22,9,341145.2496762574
2017-09-22,10,357705.3219382465
2017-09-22,11,365105.8149308264
2017-09-22,12,374787.23467710614
2017-09-22,13,391484.6216844022
2017-09-22,14,402866.9440886378
2017-09-22,15,408133.5647571385
2017-09-22,16,410020.3400218189
2017-09-22,17,416970.6542336643
2017-09-22,18,423315.01844865084
2017-09-22,19,421555.2111520171
2017-09-22,20,418623.8537223339
2017-09-22,21,424013.1014932692
2017-09-22,22,422495.5214935541
2017-09-22,23,416351.0023775399
2017-09-22,24,422314.6051978767
2017-09-23,1,331715.5844261348
2017-09-23,2,328730.64847534895
2017-09-23,3,330642.1134299338
2017-09-23,4,330131.9328187406
2017-09-23,5,330678.9019598365
2017-09-23,6,331313.4147710204
2017-09-23,7,333353.8618282974
2017-09-23,8,339860.34385561943
2017-09-23,9,344484.50774618983
2017-09-23,10,358361.50007897615
2017-09-23,11,372411.48049998283
2017-09-23,12,392563.76695019007
2017-09-23,13,402756.2056403756
2017-09-23,14,419226.3564042151
2017-09-23,15,422590.9285618365
2017-09-23,16,425068.49760615826
2017-09-23,17,433742.6967217326
2017-09-23,18,435100.8997182548
2017-09-23,19,432087.5275274515
2017-09-23,20,425032.68172603846
2017-09-23,21,425409.8766744733
2017-09-23,22,424709.4444128871
2017-09-23,23,419626.88998386264
2017-09-23,24,409780.0553327799
2017-09-24,1,325058.5353605449
2017-09-24,2,323823.54407536983
2017-09-24,3,323598.31612080336
2017-09-24,4,324371.3164167702
2017-09-24,5,323384.42918536067
2017-09-24,6,324649.7218478024
2017-09-24,7,322495.2290363014
2017-09-24,8,328456.4098004997
2017-09-24,9,330797.55840167403
2017-09-24,10,347956.38404104114
2017-09-24,11,365620.7872206569
2017-09-24,12,389801.6852632761
2017-09-24,13,406907.5931159556
2017-09-24,14,421358.4615561366
2017-09-24,15,427764.9059291482
2017-09-24,16,427181.1617605388
2017-09-24,17,433071.90478137136
2017-09-24,18,437373.6699375212
2017-09-24,19,435857.5294762552
2017-09-24,20,434116.59659692645
2017-09-24,21,430969.60823854804
2017-09-24,22,414054.36192432046
2017-09-24,23,422763.13876476884
2017-09-24,24,411915.67473194003
2017-09-25,1,350263.073042959
2017-09-25,2,347573.80314284563
2017-09-25,3,348711.4826013148
2017-09-25,4,346579.0977217853
2017-09-25,5,341018.6217889786
2017-09-25,6,343913.9768059552
2017-09-25,7,342118.82355740666
2017-09-25,8,348575.73689466715
2017-09-25,9,351433.9425238669
2017-09-25,10,372199.6920385361
2017-09-25,11,396337.4814565778
2017-09-25,12,408057.093151778
2017-09-25,13,428718.6296506524
2017-09-25,14,434492.23596560955
2017-09-25,15,443138.992675215
2017-09-25,16,443744.7630877495
2017-09-25,17,438004.4000068307
2017-09-25,18,441437.4032789171
2017-09-25,19,436913.4028636515
2017-09-25,20,438614.72716891766
2017-09-25,21,446078.22934785485
2017-09-25,22,436552.386808306
2017-09-25,23,436048.97464993596
2017-09-25,24,436184.4460234344
2017-09-26,1,348659.4464940727
2017-09-26,2,350280.49963355064
2017-09-26,3,345475.27938240767
2017-09-26,4,346790.4077976048
2017-09-26,5,344871.8191305399
2017-09-26,6,347563.0952961147
2017-09-26,7,345851.84587040544
2017-09-26,8,344802.6064463556
2017-09-26,9,348299.4555454552
2017-09-26,10,368311.72327569127
2017-09-26,11,385651.95215308666
2017-09-26,12,400100.6787391305
2017-09-26,13,414173.06186270714
2017-09-26,14,424035.13720181584
2017-09-26,15,434484.23442941904
2017-09-26,16,434950.0066267252
2017-09-26,17,435667.3063274026
2017-09-26,18,439155.6552462578
2017-09-26,19,434629.5070410967
2017-09-26,20,433171.2600044608
2017-09-26,21,438491.32396519184
2017-09-26,22,432225.2459086478
2017-09-26,23,424843.7645829916
2017-09-26,24,433709.1368685663
2017-09-27,1,339372.38280564547
2017-09-27,2,339359.32573249936
2017-09-27,3,333568.95940580964
2017-09-27,4,334550.8448432386
2017-09-27,5,330367.92837688327
2017-09-27,6,336894.484488219
2017-09-27,7,341889.1753025353
2017-09-27,8,342798.5241072476
2017-09-27,9,351213.62077605724
2017-09-27,10,356748.11987391114
2017-09-27,11,369843.51466304064
2017-09-27,12,396441.3017472625
2017-09-27,13,411166.4536217153
2017-09-27,14,418145.41739568114
2017-09-27,15,416195.54437994957
2017-09-27,16,417497.6446028054
2017-09-27,17,426517.43901881576
2017-09-27,18,430360.34169492126
2017-09-27,19,428761.9506627023
2017-09-27,20,425605.8520051241
2017-09-27,21,429734.09983992577
2017-09-27,22,428662.8581007421
2017-09-27,23,428020.45868456364
2017-09-27,24,421349.28559497
2017-09-28,1,343559.5142750442
2017-09-28,2,338110.2761054337
2017-09-28,3,341535.53067815304
2017-09-28,4,337408.94511303306
2017-09-28,5,336369.5752774775
2017-09-28,6,325080.70331794024
2017-09-28,7,336955.7802465558
2017-09-28,8,344674.0723773241
2017-09-28,9,348066.2492258549
2017-09-28,10,367159.6483890116
2017-09-28,11,381596.72684273124
2017-09-28,12,397027.6763742566
2017-09-28,13,411949.49931412935
2017-09-28,14,422321.3202446997
2017-09-28,15,429688.8572745621
2017-09-28,16,435698.36960306764
2017-09-28,17,438516.3235476017
2017-09-28,18,443877.4698185921
2017-09-28,19,439371.9986052215
2017-09-28,20,432322.69135951996
2017-09-28,21,437544.64898887277
2017-09-28,22,431670.91726762056
2017-09-28,23,431687.38677343726
2017-09-28,24,427540.3993848562
2017-09-29,1,336491.80619093776
2017-09-29,2,341286.5934614837
2017-09-29,3,335655.38815894723
2017-09-29,4,334766.3227297962
2017-09-29,5,329378.1391584575
2017-09-29,6,334819.76286521554
2017-09-29,7,339555.72795805335
2017-09-29,8,343318.7145867944
2017-09-29,9,351144.57309255004
2017-09-29,10,366068.33319056034
2017-09-29,11,378292.94497305155
2017-09-29,12,399133.32394605875
2017-09-29,13,408399.9688041508
2017-09-29,14,427199.8859227598
2017-09-29,15,433987.84692391753
2017-09-29,16,428989.1334717572
2017-09-29,17,435113.96732106805
2017-09-29,18,435326.7479438782
2017-09-29,19,435558.3132916093
2017-09-29,20,427287.83223465085
2017-09-29,21,434514.99217915535
2017-09-29,22,432690.78978294134
2017-09-29,23,427730.31269067526
2017-09-29,24,421380.72492569685
2017-09-30,1,335960.85639706254
2017-09-30,2,338665.1237217486
2017-09-30,3,334012.76848849654
2017-09-30,4,338733.9005088806
2017-09-30,5,336133.54024267197
2017-09-30,6,336424.88202670217
2017-09-30,7,337027.21359345317
2017-09-30,8,344400.45350053906
2017-09-30,9,344903.3360632062
2017-09-30,10,364129.884711504
2017-09-30,11,367494.8816951215
2017-09-30,12,384347.47628101707
2017-09-30,13,393874.2398709953
2017-09-30,14,400433.7680206001
2017-09-30,15,418697.4491170049
2017-09-30,16,420196.65018311143
2017-09-30,17,421617.338029027
2017-09-30,18,433261.5470775068
2017-09-30,19,427715.76106494665
2017-09-30,20,421685.1967546344
2017-09-30,21,431024.11818498373
2017-09-30,22,428918.5399955809
2017-09-30,23,430424.38955906034
2017-09-30,24,423694.29340082407
2017-10-01,1,334739.53205546737
2017-10-01,2,333762.6817844808
2017-10-01,3,330887.8238235712
2017-10-01,4,328193.6134120226
2017-10-01,5,331388.19901013374
2017-10-01,6,329708.82403060794
2017-10-01,7,335101.92064520717
2017-10-01,8,335398.32038348913
2017-10-01,9,338537.2388347089
2017-10-01,10,348062.5425320864
2017-10-01,11,357249.89128518105
2017-10-01,12,371521.9903366864
2017-10-01,13,387614.19799637794
2017-10-01,14,398533.7268804014
2017-10-01,15,405119.17024999857
2017-10-01,16,407728.02035036683
2017-10-01,17,411902.9472685456
2017-10-01,18,413407.15221595764
2017-10-01,19,417810.84138822556
2017-10-01,20,416442.81401643157
2017-10-01,21,423418.15468019247
2017-10-01,22,419046.6740799248
2017-10-01,23,415170.34867221117
2017-10-01,24,415116.01106378436
2017-10-02,1,352133.6607898772
2017-10-02,2,348942.0345158577
2017-10-02,3,346343.84192606807
2017-10-02,4,349256.2539217472
2017-10-02,5,344229.47681596875
2017-10-02,6,343582.53599107265
2017-10-02,7,345094.74625855684
2017-10-02,8,351330.7931560278
2017-10-02,9,355235.0245998502
2017-10-02,10,368303.6790307164
2017-10-02,11,385485.867252022
2017-10-02,12,388768.37790474296
2017-10-02,13,399414.1881158054
2017-10-02,14,421861.41038686037
2017-10-02,15,426939.7257204652
2017-10-02,16,431649.3526239991
2017-10-02,17,435047.5167058408
2017-10-02,18,435279.9934325814
2017-10-02,19,434175.9354800284
2017-10-02,20,431623.15464639664
2017-10-02,21,437867.639341563
2017-10-02,22,432789.1224206686
2017-10-02,23,430663.2803236246
2017-10-02,24,435183.33762574196
2017-10-03,1,341990.5483343303
2017-10-03,2,344725.71979495883
2017-10-03,3,348935.7090575397
2017-10-03,4,347027.71650099754
2017-10-03,5,346521.01209524274
2017-10-03,6,345040.3379461467
2017-10-03,7,351084.3449962437
2017-10-03,8,357228.98540079594
2017-10-03,9,357833.2354052365
2017-10-03,10,369029.75984698534
2017-10-03,11,382022.32178774476
2017-10-03,12,395668.15955007076
2017-10-03,13,402417.7919496
2017-10-03,14,423524.21203002334
2017-10-03,15,431159.56434330344
2017-10-03,16,429952.9177506268
2017-10-03,17,435577.39630156755
2017-10-03,18,439494.278088063
2017-10-03,19,440343.6532816291
2017-10-03,20,436542.2515382767
2017-10-03,21,440177.06808033586
2017-10-03,22,436380.7008109689
2017-10-03,23,432854.39681455493
2017-10-03,24,426166.8805478811
2017-10-04,1,350839.8170595765
2017-10-04,2,351889.18870550394
2017-10-04,3,349292.7386416793
2017-10-04,4,348819.1060028672
2017-10-04,5,344773.1387091279
2017-10-04,6,349478.2785591781
2017-10-04,7,345967.9445489943
2017-10-04,8,354006.02037876844
2017-10-04,9,353242.13468039036
2017-10-04,10,367211.6167822182
2017-10-04,11,381470.51330918074
2017-10-04,12,392651.8446690142
2017-10-04,13,406643.9893951714
2017-10-04,14,415624.2944392562
2017-10-04,15,427317.20303726196
2017-10-04,16,427041.7926119864
2017-10-04,17,433187.0164524615
2017-10-04,18,436281.9257310927
2017-10-04,19,437998.9424752891
2017-10-04,20,431514.01136761904
2017-10-04,21,437117.23881328106
2017-10-04,22,430376.33464050293
2017-10-04,23,430289.6806151569
2017-10-04,24,426777.8346016407
2017-10-05,1,338157.4271822572
2017-10-05,2,337542.3976700902
2017-10-05,3,335964.24359089136
2017-10-05,4,337772.9255516529
2017-10-05,5,338572.2783291638
2017-10-05,6,343939.8898332417
2017-10-05,7,343468.0113644302
2017-10-05,8,350451.583370775
2017-10-05,9,354903.5441751778
2017-10-05,10,366690.11637172103
2017-10-05,11,380202.389249146
2017-10-05,12,393582.2781291604
2017-10-05,13,410037.8709065616
2017-10-05,14,421248.68414765596
2017-10-05,15,432276.77940922976
2017-10-05,16,434728.27124616504
2017-10-05,17,435606.2582755387
2017-10-05,18,440974.8909473717
2017-10-05,19,442004.76590049267
2017-10-05,20,435573.57397171855
2017-10-05,21,439571.8934497535
2017-10-05,22,434057.486839056
2017-10-05,23,431230.39027550817
2017-10-05,24,422671.41799873114
2017-10-06,1,345511.11937847733
2017-10-06,2,347565.51726689935
2017-10-06,3,343734.9374037981
2017-10-06,4,345205.7881423533
2017-10-06,5,340128.5326308012
2017-10-06,6,339356.0819271803
2017-10-06,7,344497.15712067485
2017-10-06,8,340703.9877642095
2017-10-06,9,349898.1975348592
2017-10-06,10,370519.26169651747
2017-10-06,11,385834.09716045856
2017-10-06,12,389295.0685483515
2017-10-06,13,397308.59815347195
2017-10-06,14,407597.4206315279
2017-10-06,15,420675.49325558543
2017-10-06,16,425064.61044704914
2017-10-06,17,432647.84263309836
2017-10-06,18,435490.07405373454
2017-10-06,19,433748.3948107362
2017-10-06,20,428578.88145682216
2017-10-06,21,434908.26821902394
2017-10-06,22,433601.24199956656
2017-10-06,23,428681.5882245004
2017-10-06,24,425877.29816797376
2017-10-07,1,340709.321890831
2017-10-07,2,335544.07574248314
2017-10-07,3,336353.8953655064
2017-10-07,4,338062.69127845764
2017-10-07,5,340104.6563437581
2017-10-07,6,334123.2147191465
2017-10-07,7,342429.8615117371
2017-10-07,8,349555.2925656438
2017-10-07,9,347242.00222834945
2017-10-07,10,366104.3170363903
2017-10-07,11,381375.4425662756
2017-10-07,12,395472.9222521186
2017-10-07,13,408902.7214772403
2017-10-07,14,412064.3219589293
2017-10-07,15,419603.2491349578
2017-10-07,16,421849.20271217823
2017-10-07,17,422612.5442329049
2017-10-07,18,423578.2226315737
2017-10-07,19,421550.9588507116
2017-10-07,20,416187.5617068112
2017-10-07,21,417088.5319343209
2017-10-07,22,407617.83738669753
2017-10-07,23,405137.9051720202
2017-10-07,24,424512.1556352973
2017-10-08,1,319141.96353429556
2017-10-08,2,317736.1561024785
2017-10-08,3,320659.13349318504
2017-10-08,4,321655.58575966954
2017-10-08,5,320631.18835482
2017-10-08,6,323426.23282659054
2017-10-08,7,329997.1593108177
2017-10-08,8,329121.3793557286
2017-10-08,9,333386.6574162543
2017-10-08,10,346651.08916670084
2017-10-08,11,361363.55326619744
2017-10-08,12,377067.5502078831
2017-10-08,13,394517.88695827127
2017-10-08,14,409684.6059319675
2017-10-08,15,427353.94193428755
2017-10-08,16,428108.2370790243
2017-10-08,17,425690.7897197306
